Protein_Name;Fraction1_Ctrl_Rep1;Fraction1_RNase_Rep1;Fraction1_Ctrl_Rep2;Fraction1_RNase_Rep2;Fraction1_Ctrl_Rep3;Fraction1_RNase_Rep3;Fraction2_Ctrl_Rep1;Fraction2_RNase_Rep1;Fraction2_Ctrl_Rep2;Fraction2_RNase_Rep2;Fraction2_Ctrl_Rep3;Fraction2_RNase_Rep3;Fraction3_Ctrl_Rep1;Fraction3_RNase_Rep1;Fraction3_Ctrl_Rep2;Fraction3_RNase_Rep2;Fraction3_Ctrl_Rep3;Fraction3_RNase_Rep3;Fraction4_Ctrl_Rep1;Fraction4_RNase_Rep1;Fraction4_Ctrl_Rep2;Fraction4_RNase_Rep2;Fraction4_Ctrl_Rep3;Fraction4_RNase_Rep3;Fraction5_Ctrl_Rep1;Fraction5_RNase_Rep1;Fraction5_Ctrl_Rep2;Fraction5_RNase_Rep2;Fraction5_Ctrl_Rep3;Fraction5_RNase_Rep3;Fraction6_Ctrl_Rep1;Fraction6_RNase_Rep1;Fraction6_Ctrl_Rep2;Fraction6_RNase_Rep2;Fraction6_Ctrl_Rep3;Fraction6_RNase_Rep3;Fraction7_Ctrl_Rep1;Fraction7_RNase_Rep1;Fraction7_Ctrl_Rep2;Fraction7_RNase_Rep2;Fraction7_Ctrl_Rep3;Fraction7_RNase_Rep3;Fraction8_Ctrl_Rep1;Fraction8_RNase_Rep1;Fraction8_Ctrl_Rep2;Fraction8_RNase_Rep2;Fraction8_Ctrl_Rep3;Fraction8_RNase_Rep3;Fraction9_Ctrl_Rep1;Fraction9_RNase_Rep1;Fraction9_Ctrl_Rep2;Fraction9_RNase_Rep2;Fraction9_Ctrl_Rep3;Fraction9_RNase_Rep3;Fraction10_Ctrl_Rep1;Fraction10_RNase_Rep1;Fraction10_Ctrl_Rep2;Fraction10_RNase_Rep2;Fraction10_Ctrl_Rep3;Fraction10_RNase_Rep3;Fraction11_Ctrl_Rep1;Fraction11_RNase_Rep1;Fraction11_Ctrl_Rep2;Fraction11_RNase_Rep2;Fraction11_Ctrl_Rep3;Fraction11_RNase_Rep3;Fraction12_Ctrl_Rep1;Fraction12_RNase_Rep1;Fraction12_Ctrl_Rep2;Fraction12_RNase_Rep2;Fraction12_Ctrl_Rep3;Fraction12_RNase_Rep3;Fraction13_Ctrl_Rep1;Fraction13_RNase_Rep1;Fraction13_Ctrl_Rep2;Fraction13_RNase_Rep2;Fraction13_Ctrl_Rep3;Fraction13_RNase_Rep3;Fraction14_Ctrl_Rep1;Fraction14_RNase_Rep1;Fraction14_Ctrl_Rep2;Fraction14_RNase_Rep2;Fraction14_Ctrl_Rep3;Fraction14_RNase_Rep3;Fraction15_Ctrl_Rep1;Fraction15_RNase_Rep1;Fraction15_Ctrl_Rep2;Fraction15_RNase_Rep2;Fraction15_Ctrl_Rep3;Fraction15_RNase_Rep3;Fraction16_Ctrl_Rep1;Fraction16_RNase_Rep1;Fraction16_Ctrl_Rep2;Fraction16_RNase_Rep2;Fraction16_Ctrl_Rep3;Fraction16_RNase_Rep3;Fraction17_Ctrl_Rep1;Fraction17_RNase_Rep1;Fraction17_Ctrl_Rep2;Fraction17_RNase_Rep2;Fraction17_Ctrl_Rep3;Fraction17_RNase_Rep3;Fraction18_Ctrl_Rep1;Fraction18_RNase_Rep1;Fraction18_Ctrl_Rep2;Fraction18_RNase_Rep2;Fraction18_Ctrl_Rep3;Fraction18_RNase_Rep3;Fraction19_Ctrl_Rep1;Fraction19_RNase_Rep1;Fraction19_Ctrl_Rep2;Fraction19_RNase_Rep2;Fraction19_Ctrl_Rep3;Fraction19_RNase_Rep3;Fraction20_Ctrl_Rep1;Fraction20_RNase_Rep1;Fraction20_Ctrl_Rep2;Fraction20_RNase_Rep2;Fraction20_Ctrl_Rep3;Fraction20_RNase_Rep3;Fraction21_Ctrl_Rep1;Fraction21_RNase_Rep1;Fraction21_Ctrl_Rep2;Fraction21_RNase_Rep2;Fraction21_Ctrl_Rep3;Fraction21_RNase_Rep3;Fraction22_Ctrl_Rep1;Fraction22_RNase_Rep1;Fraction22_Ctrl_Rep2;Fraction22_RNase_Rep2;Fraction22_Ctrl_Rep3;Fraction22_RNase_Rep3;Fraction23_Ctrl_Rep1;Fraction23_RNase_Rep1;Fraction23_Ctrl_Rep2;Fraction23_RNase_Rep2;Fraction23_Ctrl_Rep3;Fraction23_RNase_Rep3;Fraction24_Ctrl_Rep1;Fraction24_RNase_Rep1;Fraction24_Ctrl_Rep2;Fraction24_RNase_Rep2;Fraction24_Ctrl_Rep3;Fraction24_RNase_Rep3;Fraction25_Ctrl_Rep1;Fraction25_RNase_Rep1;Fraction25_Ctrl_Rep2;Fraction25_RNase_Rep2;Fraction25_Ctrl_Rep3;Fraction25_RNase_Rep3
PSA7_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;27946.188;45920.51;25838.493;57929.18;41770.12;249367.9;133790.74;140365.76;143207.58;185130.14;156667.22;588394.9;269374.6;39296.326;43512.83;243728.41;66446.846;441095.32;355148;40556.7;40223.1;298739;39093.8;244810.2;126736;18240;14622.8;15641.1;12803.5;17575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116951.9;506007;119926.7;137358.7;126970.5;7790.37;3478751.48;12116865.6;2268049.03;3424366.91;2586571.52;4276572.03;10816252.72;5243280.8;12522222.75;10012168.55;9903539.82;13109379.33;1678240.3;933931.17;1738562.7;1879805.4;1910848.2;1638657.8;780482.1;430502.48;852904.1;754330.7;955297.2;638406.86;14028.98;6108.56;19969.29;10433.56;24533.36;8823.58;123365.9;31256.77;107432.7;67921.1;103691.6;47720.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMXL1_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22745.1;138670;8908.97;104638;14251;108953;8150.53;136628;7355.33;115901;8514.17;25487.9;35040.838;513197.9;23459.07;490508.16;34868.42;494576.66;48042.6;501007;53344.4;602193;48657.1;585937;21865.31;276177.14;23840.75;309623.46;27761.6;318001.127;123590;342844.03;176669.63;318593.08;162604.85;320170.27;676615;192736.765;705131.04;263708.75;790149.67;242181.16;1369578.86;172902.912;1372622.02;219850.06;1161961.88;212965.33;816265.17;67729.13;807376.9;75880.598;714574.71;83638.776;1899094.64;98951.15;1735623.91;140449.73;1474183.19;137189.917;1044004.38;59695.297;874004.02;84720.16;836791.011;64200.894;473330.14;28509.206;413990.38;27186.041;408309.07;39613.88;226368.79;24114.148;211651.47;28726.92;226739.35;16351.066;67324.974;16939.336;59599.502;11849.892;56027.246;7037.629;69714.227;30718.7;66575.679;19573.466;54387.261;14106.761;104050.42;194600.73;142729.448;46204.085;108478.539;68061.518
RS15_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1654.75;7319.01;25117.8;148018;1167.45;125522;34060.6;108637.7;35631.9;113985.8;51360;283751;429266.8;1665987.6;217310.86;1530731.9;309443;1382735.4;266976.07;1364387.5;324525.67;1657449.3;300579.62;269801.04;149925.77;692653.9;96870.55;766852.87;138996.1;750585.18;113139.74;338959.1;149280.23;484026.5;124012.18;489979.2;7565.74;15190.5;7642.93;22325.6;8930.3;21327.5;243485.7;116975.37;319803.4;131704.31;286959.1;122276.4;500799.3;69397.18;568082.6;101641.89;652260.4;100615.44;1346896.7;118044.25;1147555;132466.47;1026256.1;147908.74;1307659.3;131753.65;1585162;74667.92;1446777.1;103614.154;2109669.708;79941.678;1905003;85851.313;1523730.9;103212.429;2724934.7;140708.599;2230224.9;182403.4;2299922.1;142597.38;1266392.31;100345.883;1187445.07;106784.476;1285244.49;163130.951;341810.5;93639.2;383995.3;107358.6;375063.8;48201.06;171122.5;157778.96;149316.54;113736.22;121187.06;48289.09;176670.7;264943.9;163187.5;221227.8;110574.66;97663.43;47057.73;277364.5;69953.99;69727.32;59841.26;97027.14
SRSF9_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7943.78;10556;3566.94;40202.7;4545.32;26489.7;9394.85;35604.3;4365.94;26400.1;7127.9;39353.5;12969.8;13819.1;25905.9;86799.7;19981.6;78663.7;36517;147802;38282.7;118703;47375.1;214708;40433.7;133355.1;27252.2;109407.2;37055.7;123628;31337.56;161199.6;26888.07;159741;30711.39;101084.8;99391.7;429343.4;78252.3;449580;121990.9;458482.8;27567.5;164363;28365;168600;26295.4;176967;64005;250391.7;65789.9;256906;65099.8;272603.1;146792.9;239638.1;189010.2;236100.6;175585;259270.4;621295;201209.8;662829.1;239276.2;708060.1;260117.5;1021610.93;269800.57;961382.25;356981.62;889327.89;349484.03;721551.1;157264.117;817614.48;130712.46;814469.49;148391.55;1470207.01;109157.121;1310621.02;112832;1075361.67;123738.6;2170288.14;184214.274;2071405.92;228200.006;1984364.05;210085.8;1973953.54;218268.023;1800843.07;227861.318;1893834.28;272946.99;695575.02;163961.568;725922.73;174085.64;742565.26;103007.54;170097.81;111078.88;160191.68;76881.02;135850.67;49712.89;98439.549;102310.368;85879.27;86520.72;69011.55;53292.08;172288.14;396192.2;206783.57;152614.29;180578.84;158009.13
UCRIL_HUMAN;8406.436;14389.38;21901.54;15537.36;16950.44;157720.2;54153.27;42715;31356.17;535221.3;74615.46;36664.19;224639.604;282475.44;258365.25;313467.16;360153.83;1106259.84;787900.83;531206.11;764211;722585.14;788762.32;1772323.6;2008096;143890.05;267516.22;1194163.2;469321.08;2177203.9;1295190.4;172219.53;245058.93;767436.4;262981.73;1069355.9;1021850;219443;126325;176197;132729;209624;29898;48628.5;229118;347923;33547;246410;845891.8;824016.4;697553.7;636334.9;1027048.3;1139346.4;3039114.6;2278590.7;1828730.3;2197274;2256884;2104601.6;1773371.3;1670176.1;1878360.6;1904292.5;1982037.1;458112.96;2290037.63;2767239.98;1722445.74;2565091.02;2307257.29;2409499.14;1927866.48;2450417.04;2401255.58;2775722.9;2125643.89;2695379.9;1174779.2;1092246.74;1260019.07;1605629.69;1311788.45;1576029.6;712753.38;373809.12;776648.45;490004.28;766136.75;515442.23;354479.8;124710.24;373210;172263.17;415978.9;172779.96;743745;154617.55;684299.8;218788.96;619007.4;197288.67;389831.4;77276.3;348227.7;84517.6;292836.8;83538.9;123194;12715.3;106768;28778.5;93123.6;20936.5;412608.2;51267.64;382431.5;113070;367054.7;89555.5;0;0;0;0;0;0;0;0;0;0;0;0;9940.85;11896.9;9422.57;6435.37;9162.03;3563.5;0;0;0;0;0;0;2719.19;7805.31;4175.45;3524.89;3220.77;3539.81
ATD3C_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54176.3;59465.328;758245.35;1104615.95;64040.905;905681.04;122279;99589.93;117493.2;71050;172911.5;167369.6;438337.71;361375.39;202940.472;259027.51;345585.31;431204.64;192342;274419.5;199450.4;258321.2;207229;55739.37;682765.06;1016870.3;550502.07;947638.37;687721.79;902018.9;1516025.122;1605082.75;1520376.05;1739981.32;1332919.26;2097575.71;315167.85;307936.08;350849.71;421599.6;395578.99;429092.3;424120.42;309140.7;501021.57;364210.09;498748.52;369641.89;416703.99;181062.87;435654.52;226014.11;501589.23;269724.68;882148;198510.92;771556.8;266551.03;682517;263826.94;284888;69989.53;273169.6;53817.6;241994.4;59667.94;242070.04;14424.35;228664.74;29145.116;185548.27;29338.975;311550.3;30701.44;272456.2;44064.22;260690.5;36060.75;78294.8;6981.004;75309.8;5927.19;74599.1;9933.431;183713.39;18357.191;162545.59;20108.953;167219.07;13110.723;15586.99;7688.22;14780;4831.96;14395.25;3368.609;55716.7;48512.03;55381.58;34845.12;42484.67;16295.89;29979.577;247263.64;41779.8;56204.94;33840.268;75440.35
DNJA2_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13682.997;14135;142916.81;237051.45;14857.191;192527.95;725419.7;973099.3;692020.2;511957.96;996519.7;1383956.6;2944174.6;2412425.82;1431122.74;2017536.21;1944678.12;2249748.7;2401913.96;2399899.39;2346209.74;3113608.62;2555228.49;416624.596;1529334.1;1657859.08;1183157.51;1887076.93;1600331.1;1942637.9;1348028.89;1178061.4;1423500.99;1548067.8;1329809.26;1600870.83;651881.72;597158.07;718566.58;990649.25;770139;924427.59;276722.36;228721.84;378684.45;367514.25;409221.17;344910.96;303812.1;118067.95;353107.2;198169.74;416018.1;187826.2;621949.4;129710.44;600324.95;218062.6;505513;192758.25;722085.5;128298.59;747262.3;150256.76;690805.8;149142.05;838369.7;53409.84;821398.3;90928.623;629228.8;83068.424;495033.1;31170.889;443756.1;63330.17;441146.9;40006.77;272512.89;16737.656;282175.39;18978.506;280157.56;20967.61;153396.7;13474.08;150623.3;21470.46;160417.4;13336.14;104569;35010.2;107402;27034.1;90924.5;20654.3;0;0;0;0;0;0;31643.6;142581.1;45629.29;39392.92;39566.37;66111.6
EDF1_HUMAN;18590.863;220868.25;34353.918;292389.96;44747.921;2214245.2;65068.692;474466.539;67912.8;4654998.3;87853.476;363141.12;444225.592;3965539.48;612143.27;5542588.23;573257.041;10585477.9;1704890.99;9349448.91;1464774.887;10804545.01;1541664.127;13343497.51;4057049.4;1545347.22;2085260.87;7221887.4;1494003.42;11905457.5;5901445.6;2099540.6;3727002.9;2458663.4;3705369.6;3964376.8;11664402.8;1316404.6;7196636.2;1945178.5;7950478.5;1942016.5;6179089.3;220224.07;10266753.83;1112847.913;6674535.334;1120568.73;1960554.3;159102.6;2041021.6;234046.62;2303627.9;292104.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LC7L3_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35571.5;26256;20735.9;28340.5;16478.9;260237;0;0;0;0;0;0;5115.83;1709.09;425.429;18572.6;0;12311.3;0;0;0;0;0;0;25136.1;67113.7;293847;1674846;23121.4;1516697;38704.7;150154.78;44316.4;207822.68;49221.92;308180.325;56995.5;153758;32784.899;185316.718;42614;170681.325;28415.9;104790;27578.8;109137.66;30116.5;27287.7;100439.28;185982.99;80928.34;234669.13;104987.54;202626.48;16988.26;21046.34;19771.43;30810.4;18452.65;27539.18;6467.5;4457.14;7844.07;5343.55;8687.85;6193.64;75216.44;29453.87;148158.4;27658.27;125619.2;24580.24;395520.002;17495.78;400665.23;14615.659;377020.9;18597.047;473627.2;17346.982;334736.8;26184.883;391884.3;25602.305;940073.2;33019.805;1210182.1;32254.315;1162188.2;36495.38;1492065.93;12411.883;1433475.62;22616.63;1103835.28;20665.13;751943.52;5296.415;716562.04;13245.218;686580.51;10110.303;751038.23;12550.882;762261.6;13915.86;770699.42;14279.805;329551.89;9438.83;307875.46;15889.96;357536.66;8229.11;69644.23;17211.12;71289.29;12103.57;51664.55;7771.77;43103.09;30789.6;39870.5;21045.1;34361.8;16468.4;11970.2;26075.3;20455.2;7529.96;16371.3;14263.5
RL30_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;829.529;4064.25;579.958;6229.16;0;16554.1;0;0;0;0;0;0;11324.6;4822.33;2949.35;15136.6;3351.06;14273.6;0;0;0;0;0;0;3881.26;12055.9;21048;86729.5;6849.59;68223;0;0;0;0;0;0;27817.45;55733.15;16223.78;55303.1;18447.278;59270.98;16022.46;50430.34;18213.318;55897.52;20844.96;19173.3;20938.2;47020.1;14638.224;51923.57;21627.31;48902.68;1811.51;647.778;831.743;1896.34;706.592;2446.67;0;0;0;0;0;0;18373.4;9704.61;16119.2;8533.33;17777.2;8799.82;34142.1;20483.5;39152.7;21805.4;41713;26635.4;249898.4;44616.65;163052.5;70616.44;169979.4;75233.3;1232701.84;89349.448;1333772.15;43600.77;1454740.48;51982.603;5347312.53;89929.59;4784857.74;186826.69;4095526.49;199069.954;2196176.9;57770.63;1639185.8;95458.502;1982874.8;49988.714;1357238.7;35725.334;1254999.706;28490.094;1340097.36;73001.813;385596.84;32349.471;494988.59;35250.586;549929.67;28997.36;265183.716;90057.155;245015.55;58409.24;200247.219;34286.05;257113.585;158364.2;236151.65;121193.98;165549.85;88934.27;163356.194;1535481.01;223291.672;205106.75;166900.707;450763.43
RP1BL_HUMAN;0;0;0;0;0;0;24239.9;38487.1;15281.9;162951;28723.5;13148.7;371226;779710;462576;445485;410855;646966;61192.53;37715.32;47373.84;58138.01;52188.94;165593.4;219099.1;10376.951;13916.59;69791.87;36390.24;187591.3;2263688.7;515241.54;326540.82;1508564.9;428534.04;1415937.8;1707884.9;306991.81;351922.12;363897.65;244928.54;435632.68;720755.1;312182.459;7982389.7;8910763;583910.62;8126245.5;5243859.19;4560183.9;5893018.82;3977655.98;7510513.5;8423414.1;9930608.9;6887700;5084608.8;6617695.42;7035669.61;6762457.84;5521432.75;5675608.05;5679339.83;6456075.69;5739157.53;1165175.86;868254.15;811906.91;728858.203;916093.783;886488.67;868279.72;257007.6;195679.7;240845.4;222100.7;236393.4;231324.4;549599.7;499831;670830.1;720279.4;737829.8;758942.8;828636.2;410486.55;870596.6;526067.71;845421.7;507349.66;616172.4;223177.01;628767.17;329717.96;751821.53;337217.74;874282.99;198658.83;795959.09;289015.89;719456.54;263743.64;270119.67;90341.803;275712.53;69905.25;260433.19;69856.86;536375.74;85167.883;441865.57;175450.05;417087.31;158194.189;232914.88;32437.217;190501.35;79044.82;202660.73;52519.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS30_HUMAN;0;0;902.639;1059.08;835.425;28125.6;0;6153.48;0;120027.5;0;4963.08;2903.37;84063.3;5743.77;181315.1;8107.5;468348.9;7874.52;481400;7398.15;526058;9278.91;866914;82855.2;748191.4;49961.74;1871298;40462;2562706;205886.4;1158406;116187.1;3313530;84928.1;3204880;204561.1;1482410;247360.6;1961293;363766.4;3489616;276339;177262.2;300464.2;924929;392590.7;897666;98816;189052;54491.2;502336;46297.2;237759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54868.2;96075.4;46503;124539;52394.4;146857;127894.9;281368;121353.9;284516;143768.2;367048;1591755.5;686588.9;1543914.1;696303.3;1610209.3;787612.8;2197224.1;326581.5;2200078.3;406256.73;1862335.7;480664.14;1548858;245138.71;1234677.8;254326.9;1431452.5;279305.54;2089211;234412.3;1900593;226139.63;2142136.2;209547.18;3996170.1;120895.21;2816719.3;206310.45;2844944;166706.14;2787748;96682.48;1964774;161926.7;2235317;132053.8;1329115;40713.69;1028176;59669.04;1121736;58549.1;539511.51;26508.08;490933.2;53200.21;498531.9;27935.83;155086;25326.18;114821.74;19274.14;91920.3;12683.229;103053.3;31089.89;78747.9;21581.46;61801.5;15616.05;85771.5;52489.4;97209.8;19857.01;90419.2;22070.8
SART3_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13716.8;217896;9938.69;29291.9;12992.2;95326.5;262266.07;2765184;148911.66;2462682.4;158603.34;2819307.8;848098.8;1246180.4;779970.6;2140713.7;811684.5;501082.53;3173006.5;943308.8;2522959.69;1669124.7;3468594.9;1446309.47;4506121.82;740777.7;5025349.84;1238579.79;4555068.68;1021400.61;328859.1;46594.4;377742.5;97782.67;330704.2;78566.04;51840.79;26415.73;50496.83;38790.21;63813.89;32016.616;11609.6;997.895;13768.4;4619.22;20511;3189.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SYTC_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18883.4;6323.05;10044.5;189208;18235.2;29919.8;444910.9;604459.88;26416.052;119324.79;58086.13;174433.04;354560.684;311521.028;5156511.89;9293576.6;695471.975;7410402.93;7519833.77;2750061.5;5689673.86;3301608.053;10976241.72;6024983.97;4446420.9;1365454.62;1984903.82;1781595.29;3118018.45;1624423.05;627702.185;308031.44;722003.18;647267.42;703585.72;54840.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TMEDA_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83134;42287.9;5314.99;7276.71;5616.51;16858.8;478734.16;681427.43;8187075.6;12722599.5;539862.69;10014707.7;1965752.3;1542391.5;1156572.6;2708462.5;1945511.1;2649353.7;3966607.2;2752849;1800436.57;2095934.15;2581278.2;2222904.02;1301504.9;1119760;1478517.3;1811847.7;1407121.8;147971.46;1205718.2;1341385.4;943171.1;1265040;1124857;1229114.3;1818584.4;1892983.3;2298657.1;2556006.5;1982493.7;2983552.3;1024674.05;850252.667;1066563.57;1545457.28;1126355.95;1274819.13;304586.7;214984.6;472042.1;301825.7;375665.1;296754.7;391819.57;164391.2;477114.2;206527.72;548672.6;208596.45;463105.9;36163.37;212372.9;66477.85;218121.09;79227.23;70470.3;16784.09;55144.5;13511.85;45892.3;13780.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24344.4;6942.21;23823.5;12326.8;21276.4;5972.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ATP5L_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;4158.07;3630.56;4936.601;9027.07;6064.487;40212.1;16070.13;10823.6;11969.24;14161.95;13672.89;36407.24;8118.75;693.637;1439.12;8215.9;2069;20609.5;0;0;0;0;0;0;0;0;0;0;0;0;45367.23;76348.14;484542;621477.7;52722.74;472628.3;666189;646914;377900.5;454390.9;822255;1127612;2672115;2122719;1053970.1;1189695;1560453;1581310.7;1285606.2;1286876.2;1397240.8;1493530.8;1351071.3;201290.36;530404.8;554385.5;364071.2;469309.7;430258.3;414095.4;975140.2;789274.1;1067491.8;1092667.8;803113;1240607.9;697262.1;570134.4;816440.6;976908.7;964105.4;1058227;458311.7;263002.63;611792.4;435531.2;601318.2;463251.3;258993.1;113239.93;360262.1;156710.18;427744.1;204640.2;666677.9;132510.27;708465.8;201458.63;558796.9;229566.07;379837.2;42278.19;346683.38;38357.776;276019.29;41208.154;41382.47;3670.843;40591;7127.637;31866.37;6273.26;166887.9;14042.627;152570.9;30542.83;177609.8;18256.82;92445.18;7846.92;87040.01;8479.97;105350.41;14255.5;50848.62;3237.144;53599.5;7757.624;59115.89;2092.76;2675.35;677.352;3134.77;554.866;3349.37;0;640.827;510.107;905.731;0;496.846;0;49271.614;124626.14;45898.853;33631.167;41418.037;36565.417
NLTP_HUMAN;24780.581;50215.01;59697.28;87716.75;55380.34;650924.5;132358.415;116180.59;101720.631;1410348.83;148699.661;91691.114;2409008.68;4051135.53;3277013.15;5175797.19;3325097.73;12187549.5;10348186.09;10631688.27;7519042.4;12253723.55;7614384.02;17603073.04;9793534.84;812432.39;2773910.5;6476233.68;2678944.22;11299537.6;9050272.8;835250.04;945778.75;3874692.7;850450.03;6265819.7;1186724;94404.8;114837;120837.5;82361.4;130525;17066.71;5000.56;211361.5;128554;8527.2;145021.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NU155_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;610364.5;44330.96;46529.901;703029.8;48445.24;174920.67;5732790.6;775158.7;373229.18;466569.493;392996.84;585746.65;875191.789;318654.37;10171938.92;8540938.751;774342.338;7848543.015;1595335.565;1043307.836;1232543.45;1392428.791;2180271.4;2121925.39;363047;192229.6;159044;244820.6;258655.9;227000.9;168866.6;118032.83;173347.1;209264.3;175799.5;21605.26;23316.3;14720.5;9882.62;15544.5;16173.4;23504.2;0;0;0;0;0;0;1534.75;1195.15;1245.19;1511.19;2818.51;2696.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3504.61;2469.12;3051.1;2944.87;2690.66;724.591;0;0;0;0;0;0;19455.8;118279;22888;31805.1;18786.5;61412.4
AN32B_HUMAN;8822.11;2341.43;34578.8;2274.38;28235.8;442272;35835.552;5098.939;18772.752;434138.75;51215.161;6723.63;362542.41;95936.948;179232.245;89640.69;389733.12;1093864;2047292;596225;2235898.6;696093.67;2228241.6;4279055.9;6700381.8;326932.931;1925771.67;2006257.73;1484665.34;3360476.95;34681756.6;3574404.28;5349733.33;17765089.8;5107697.63;18430543.5;7138613.5;967093.36;1179975.63;1108018.35;797797.18;1247752.56;1989284.816;671976.56;16783382.99;23230215;1511540.777;22475728.57;1740372.9;2779049.1;2163133.5;3272105;2819758.3;5553109;724473;815285.9;476013.9;1116769;620684.3;883033.9;184716.1;261756.3;192540.6;458442.5;171649.5;101897.43;96052.8;212259.7;99435.1;304664.7;105340.9;230821.1;0;0;0;0;0;0;22053.39;38467.25;26231.78;59874;27877.1;62453.3;13706;16205.5;17248.9;24224.2;19260.4;26153.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12125;108525;8727.98;105956;7660.31;83284.8;2912.13;40727.9;4499.83;14181.6;2461.92;24711.9
